Individual,Species,Family,Month,Year,Location,Collector,Sex,Wing_Length,Forewing_Area,Abdomen_Width,Abdomen_Length,Lattitude_Group,Temperature_District,Temperature_Before,Temperature_Of,Ecology,Voltinism,,
77,common blue,Lycaenidae,June,1904,Cornwall,,male,14.156,73.593,1.603,5.426,1,England S,11.11,11.6,GG,Multivoltine,,
78,common blue,Lycaenidae,June,1904,Cornwall,,female,14.539,79.474,1.85,5.201,1,England S,11.11,11.6,GG,Multivoltine,,
19,adonis blue,Lycaenidae,June,1905,Surrey,Sewlyn Image,male,16.134,100.346,1.791,4.498,2,England S,11.6,11.975,SS,Multivoltine,,
20,adonis blue,Lycaenidae,June,1905,Surrey,Sewlyn Image,male,16.113,104.693,1.516,5.094,2,England S,11.6,11.975,SS,Multivoltine,,
24,adonis blue,Lycaenidae,June,1905,Surrey,Sewlyn Image,male,16.285,99.504,1.717,4.327,2,England S,11.6,11.975,SS,Multivoltine,,
57,purple hairstreak,Lycaenidae,July,1905,Cumbria,Nevil V Sidgwick,female,15.972,109.064,2.116,4.96,5,England N,11.6,11.975,GS,Univoltine,,
45,small blue,Lycaenidae,June,1905,Surrey,Sewlyn Image,female,10.71,40.291,1.159,3.21,2,England S,11.6,11.975,SS,Univoltine,,
15,small copper,Lycaenidae,May,1905,Suffolk,,,13.426,65.516,1.425,4.464,3,England S,11.6,11.975,GS,Multivoltine,,
29,adonis blue,Lycaenidae,May,1906,Surrey,,female,14.343,76.733,1.938,5.594,2,England S,11.975,11.515,SS,Multivoltine,,
30,adonis blue,Lycaenidae,May,1906,Surrey,,female,15.885,95.089,2.209,5.837,2,England S,11.975,11.515,SS,Multivoltine,,
66,adonis blue,Lycaenidae,May,1906,Surrey,,female,13.487,68.393,1.893,5.577,2,England S,11.975,11.515,SS,Multivoltine,,
67,adonis blue,Lycaenidae,May,1906,Surrey,,female,14.259,80.246,2.171,5.855,2,England S,11.975,11.515,SS,Multivoltine,,
21,brown argus,Lycaenidae,August,1906,Buckinghamshire,HRB,,13.57,68.682,1.291,5.339,2,England S,11.975,11.515,GG,Multivoltine,,
22,brown argus,Lycaenidae,August,1906,Buckinghamshire,HRB,,13.421,70.656,1.548,4.881,2,England S,11.975,11.515,GG,Multivoltine,,
23,brown argus,Lycaenidae,June,1906,Kent,,,13.319,59.924,1.389,5.673,2,England S,11.975,11.515,GG,Multivoltine,,
29,small blue,Lycaenidae,June,1906,Buckinghamshire,HRB,male,11.545,48.832,0.97,4.596,2,England S,11.975,11.515,SS,Univoltine,,
52,small blue,Lycaenidae,June,1906,Buckinghamshire,HRB,male,11.151,42.346,1.007,4.14,2,England S,11.975,11.515,SS,Univoltine,,
32,small copper,Lycaenidae,August,1906,Buckinghamshire,HRB,,14.557,84.365,1.613,5.154,2,England S,11.975,11.515,GS,Multivoltine,,
56,adonis blue,Lycaenidae,,1907,Dorset,,male,16.493,106.073,1.938,6.982,1,England S,11.515,10.945,SS,Multivoltine,,
76,holly blue,Lycaenidae,July,1907,Surrey,HG Champion,male,15.839,102.538,2.172,4.164,2,England S,11.515,10.945,GG,Multivoltine,,
50,purple hairstreak,Lycaenidae,July,1907,Surrey,Meldola,male,17.005,127.682,1.852,5.391,2,England S,11.515,10.945,GS,Univoltine,,
71,small blue,Lycaenidae,June,1907,Surrey,HG Champion,male,11.203,49.32,1.057,4.425,2,England S,11.515,10.945,SS,Univoltine,,
73,small blue,Lycaenidae,June,1907,Surrey,RJ Champion,male,10.663,43.871,1.106,4.08,2,England S,11.515,10.945,SS,Univoltine,,
31,small copper,Lycaenidae,September,1907,Buckinghamshire,HRB,,13.709,72.649,1.383,4.296,2,England S,11.515,10.945,GS,Multivoltine,,
40,small copper,Lycaenidae,September,1907,Buckinghamshire,HRB,,13.471,70.523,1.697,3.605,2,England S,11.515,10.945,GS,Multivoltine,,
62,small blue,Lycaenidae,June,1908,Gloucestershire,WG Pogson Smith,female,10.925,46.781,1.123,4.161,2,England S,10.945,11.245,SS,Univoltine,,
100,small copper,Lycaenidae,August,1908,Dumfries,Meldola,,13.289,64.914,1.397,5.24,6,Scotland,8.235,8.585,GS,Multivoltine,,
101,small copper,Lycaenidae,August,1908,Dumfries,Meldola,,14.269,76.865,1.726,4.541,6,Scotland,8.235,8.585,GS,Multivoltine,,
20,brown argus,Lycaenidae,August,1909,Buckinghamshire,HRB,,12.864,59.062,1.31,4.047,2,England S,11.245,10.875,GG,Multivoltine,,
30,brown argus,Lycaenidae,August,1909,Buckinghamshire,HRB,,12.86,61.762,1.349,4.425,2,England S,11.245,10.875,GG,Multivoltine,,
41,brown argus,Lycaenidae,August,1909,Buckinghamshire,HRB,,13.801,69.852,1.409,5.044,2,England S,11.245,10.875,GG,Multivoltine,,
45,purple hairstreak,Lycaenidae,July,1909,Surrey,HG Champion,male,17.378,123.625,2.07,5.301,2,England S,11.245,10.875,GS,Univoltine,,
46,purple hairstreak,Lycaenidae,July,1909,Surrey,HG Champion,female,15.5,95.576,2.071,5.505,2,England S,11.245,10.875,GS,Univoltine,,
47,purple hairstreak,Lycaenidae,July,1909,Surrey,HG Champion,female,16.461,109.467,2.208,5.555,2,England S,11.245,10.875,GS,Univoltine,,
51,purple hairstreak,Lycaenidae,July,1909,Surrey,HG Champion,male,15.782,104.508,1.865,5.595,2,England S,11.245,10.875,GS,Univoltine,,
70,small blue,Lycaenidae,June,1909,Surrey,HG Champion,male,11.461,47.329,1.04,4.641,2,England S,11.245,10.875,SS,Univoltine,,
39,brown argus,Lycaenidae,June,1910,Buckinghamshire,HRB,,12.476,55.023,1.311,5.404,2,England S,10.875,11.4,GG,Multivoltine,,
53,holly blue,Lycaenidae,,1910,Devon,,male,15.519,99.552,1.401,6.552,1,England S,10.875,11.4,GG,Multivoltine,,
78,holly blue,Lycaenidae,August,1910,Surrey,HG Champion,female,15.566,101.729,1.81,5.353,2,England S,10.875,11.4,GG,Multivoltine,,
19,small blue,Lycaenidae,June,1910,Buckinghamshire,HRB,female,12.064,57.396,1.196,4.652,2,England S,10.875,11.4,SS,Univoltine,,
66,small blue,Lycaenidae,May,1910,Hampshire,Meldola,female,10.219,40.476,1.222,3.913,2,England S,10.875,11.4,SS,Univoltine,,
67,small blue,Lycaenidae,May,1910,Hampshire,Meldola,male,10.777,46.388,0.925,4.427,2,England S,10.875,11.4,SS,Univoltine,,
9,adonis blue,Lycaenidae,August,1911,Dorset,,female,14.269,77.684,1.693,4.87,1,England S,11.4,12.755,SS,Multivoltine,,
45,brown argus,Lycaenidae,June,1911,Berkshire,EGR Waters,,13.003,63.258,1.37,5.673,2,England S,11.4,12.755,GG,Multivoltine,,
51,common blue,Lycaenidae,August,1911,Surrey,EGR Waters,male,10.701,44.135,1.027,4.149,2,England S,11.4,12.755,GG,Multivoltine,,
74,holly blue,Lycaenidae,April,1911,Surrey,EGR Waters,male,14.583,89.378,1.5,4.836,2,England S,11.4,12.755,GG,Multivoltine,,
75,holly blue,Lycaenidae,May,1911,Surrey,EGR Waters,female,13.186,68.963,1.501,4.681,2,England S,11.4,12.755,GG,Multivoltine,,
48,purple hairstreak,Lycaenidae,July,1911,Surrey,EGR Waters,female,15.953,106.614,2.594,4.686,2,England S,11.4,12.755,GS,Univoltine,,
49,purple hairstreak,Lycaenidae,July,1911,Surrey,EGR Waters,male,18.179,140.721,2.049,5.551,2,England S,11.4,12.755,GS,Univoltine,,
52,purple hairstreak,Lycaenidae,July,1911,Surrey,EGR Waters,male,17.248,132.208,2.343,5.486,2,England S,11.4,12.755,GS,Univoltine,,
53,purple hairstreak,Lycaenidae,July,1911,Surrey,EGR Waters,female,15.265,101.915,2.32,4.372,2,England S,11.4,12.755,GS,Univoltine,,
74,small blue,Lycaenidae,July,1911,Surrey,RJ Champion,male,10.02,38.175,0.892,3.715,2,England S,11.4,12.755,SS,Univoltine,,
102,small copper,Lycaenidae,August,1911,Fife,Meldola,,13.958,78.302,1.85,5.078,7,Scotland,11.4,12.755,GS,Multivoltine,,
43,common blue,Lycaenidae,August,1912,Surrey,RJ Champion,male,14.925,91.999,1.74,6.372,2,England S,12.755,11.865,GG,Multivoltine,,
45,common blue,Lycaenidae,August,1912,Surrey,RJ Champion,male,14.486,84.142,1.803,5.138,2,England S,12.755,11.865,GG,Multivoltine,,
46,common blue,Lycaenidae,August,1912,Surrey,RJ Champion,female,14.361,83.525,1.784,4.486,2,England S,12.755,11.865,GG,Multivoltine,,
47,common blue,Lycaenidae,August,1912,Surrey,RJ Champion,female,13.846,79.333,1.53,4.485,2,England S,12.755,11.865,GG,Multivoltine,,
48,common blue,Lycaenidae,August,1912,Surrey,RJ Champion,male,14.481,81.857,1.352,5.197,2,England S,12.755,11.865,GG,Multivoltine,,
6,holly blue,Lycaenidae,May,1912,Buckinghamshire,HRB,female,14.903,90.976,1.23,4.283,2,England S,12.755,11.865,GG,Multivoltine,,
7,holly blue,Lycaenidae,May,1912,Buckinghamshire,HRB,female,13.873,75.955,1.276,4.473,2,England S,12.755,11.865,GG,Multivoltine,,
69,holly blue,Lycaenidae,April,1912,Oxfordshire,AH Hamm,male,14.672,82.317,1.501,5.172,2,England S,12.755,11.865,GG,Multivoltine,,
18,purple hairstreak,Lycaenidae,July,1912,Hampshire,FC Woodforde,female,15.833,107.501,1.684,4.599,2,England S,12.755,11.865,GS,Univoltine,,
21,purple hairstreak,Lycaenidae,July,1912,Hampshire,FC Woodforde,male,15.892,107.32,1.866,5.255,2,England S,12.755,11.865,GS,Univoltine,,
22,purple hairstreak,Lycaenidae,July,1912,Hampshire,FC Woodforde,male,13.546,81.124,1.638,5.165,2,England S,12.755,11.865,GS,Univoltine,,
72,small blue,Lycaenidae,July,1912,Surrey,RJ Champion,female,10.342,41.236,1.024,3.187,2,England S,12.755,11.865,SS,Univoltine,,
25,small copper,Lycaenidae,June,1912,West Sussex,,,14.52,85.528,1.467,6.6,2,England S,12.755,11.865,GS,Multivoltine,,
33,small copper,Lycaenidae,May,1912,Buckinghamshire,HRB,,15.621,93.655,2.074,3.625,2,England S,12.755,11.865,GS,Multivoltine,,
19,brown argus,Lycaenidae,August,1913,Buckinghamshire,HRB,,13.102,63.974,1.27,4.647,2,England S,11.865,11.635,GG,Multivoltine,,
32,brown argus,Lycaenidae,May,1913,Bedfordshire,,,13.366,68.318,1.708,4.702,3,England S,11.865,11.635,GG,Multivoltine,,
33,brown argus,Lycaenidae,August,1913,Buckinghamshire,,,12.352,55.152,1.052,5.512,2,England S,11.865,11.635,GG,Multivoltine,,
5,holly blue,Lycaenidae,August,1913,Buckinghamshire,HRB,male,16.538,113.062,1.358,6.452,2,England S,11.865,11.635,GG,Multivoltine,,
9,holly blue,Lycaenidae,August,1913,Buckinghamshire,HRB,male,17.595,118.813,1.293,6.826,2,England S,11.865,11.635,GG,Multivoltine,,
10,holly blue,Lycaenidae,August,1913,Buckinghamshire,HRB,male,15.233,93.065,1.296,5.661,2,England S,11.865,11.635,GG,Multivoltine,,
12,holly blue,Lycaenidae,August,1913,Buckinghamshire,HRB,female,15.7,101.125,1.463,5.851,2,England S,11.865,11.635,GG,Multivoltine,,
12,small copper,Lycaenidae,September,1913,Yorkshire,,,12.775,67.027,1.362,3.793,5,England N,10.505,10.32,GS,Multivoltine,,
42,small copper,Lycaenidae,August,1913,Buckinghamshire,HRB,,13.527,71.119,1.551,4.569,2,England S,11.865,11.635,GS,Multivoltine,,
40,common blue,Lycaenidae,July,1914,Berkshire,Thornewill,female,16.235,96.692,1.829,5.098,2,England S,11.635,12.19,GG,Multivoltine,,
49,common blue,Lycaenidae,July,1914,Surrey,Meldola,male,15.147,83.787,1.342,4.736,2,England S,11.635,12.19,GG,Multivoltine,,
52,common blue,Lycaenidae,July,1914,Surrey,Meldola,male,15.545,89.62,1.385,6.265,2,England S,11.635,12.19,GG,Multivoltine,,
58,common blue,Lycaenidae,August,1914,Buckinghamshire,,male,14.751,77.207,1.823,5.846,2,England S,11.635,12.19,GG,Multivoltine,,
11,holly blue,Lycaenidae,May,1914,Buckinghamshire,HRB,female,13.887,76.015,1.336,5.279,2,England S,11.635,12.19,GG,Multivoltine,,
40,small blue,Lycaenidae,May,1914,Buckinghamshire,HRB,male,12.489,57.417,1.196,4.94,2,England S,11.635,12.19,SS,Univoltine,,
50,small blue,Lycaenidae,June,1914,Buckinghamshire,HRB,male,12.136,56.31,1.177,4.654,2,England S,11.635,12.19,SS,Univoltine,,
56,small blue,Lycaenidae,May,1914,Buckinghamshire,HRB,female,12.081,57.588,1.255,4.013,2,England S,11.635,12.19,SS,Univoltine,,
61,small blue,Lycaenidae,May,1914,Buckinghamshire,HRB,male,11.335,49.467,1.139,4.129,2,England S,11.635,12.19,SS,Univoltine,,
34,adonis blue,Lycaenidae,August,1915,Kent,HRB,female,16.333,104.2,2.031,4.643,2,England S,12.19,11.32,SS,Multivoltine,,
43,adonis blue,Lycaenidae,August,1915,Kent,HRB,female,16.563,98.725,2.213,5.716,2,England S,12.19,11.32,SS,Multivoltine,,
46,adonis blue,Lycaenidae,August,1915,Kent,HRB,male,15.893,97.21,1.69,4.995,2,England S,12.19,11.32,SS,Multivoltine,,
3,common blue,Lycaenidae,August,1915,Hampshire,FC Woodforde,male,14.718,80.786,1.434,5.716,2,England S,12.19,11.32,GG,Multivoltine,,
11,common blue,Lycaenidae,August,1915,Hampshire,FC Woodforde,male,15.875,92.92,1.446,6.54,2,England S,12.19,11.32,GG,Multivoltine,,
13,common blue,Lycaenidae,August,1915,Hampshire,FC Woodforde,female,13.737,72.333,1.488,4.066,2,England S,12.19,11.32,GG,Multivoltine,,
50,common blue,Lycaenidae,August,1915,Surrey,Meldola,female,14.516,85.847,2.137,4.484,2,England S,12.19,11.32,GG,Multivoltine,,
68,holly blue,Lycaenidae,August,1915,Berkshire,AH Hamm,male,15.512,94.879,1.448,6.854,2,England S,12.19,11.32,GG,Multivoltine,,
19,purple hairstreak,Lycaenidae,July,1915,Hampshire,FC Woodforde,female,16.273,115.607,2.161,5.143,2,England S,12.19,11.32,GS,Univoltine,,
20,purple hairstreak,Lycaenidae,July,1915,Hampshire,FC Woodforde,female,15.385,104.532,2.139,5.528,2,England S,12.19,11.32,GS,Univoltine,,
25,purple hairstreak,Lycaenidae,July,1915,Hampshire,FC Woodforde,male,16.729,120.707,1.937,5.484,2,England S,12.19,11.32,GS,Univoltine,,
26,purple hairstreak,Lycaenidae,July,1915,Hampshire,FC Woodforde,male,15.896,106.508,1.706,4.914,2,England S,12.19,11.32,GS,Univoltine,,
27,purple hairstreak,Lycaenidae,July,1915,Hampshire,FC Woodforde,female,16.916,123.299,2.048,5.62,2,England S,12.19,11.32,GS,Univoltine,,
28,purple hairstreak,Lycaenidae,July,1915,Hampshire,FC Woodforde,female,15.035,102.361,1.979,4.14,2,England S,12.19,11.32,GS,Univoltine,,
6,small copper,Lycaenidae,August,1915,Cambridgeshire,,,14.563,82.399,1.342,5.197,3,England S,12.19,11.32,GS,Multivoltine,,
47,adonis blue,Lycaenidae,August,1916,Kent,HRB,male,16.26,99.651,1.491,6.014,2,England S,11.32,11.1,SS,Multivoltine,,
48,adonis blue,Lycaenidae,August,1916,Kent,HRB,male,14.394,76.477,1.344,5.173,2,England S,11.32,11.1,SS,Multivoltine,,
67,holly blue,Lycaenidae,April,1916,Oxfordshire,AH Hamm,female,12.835,67.366,1.707,4.81,2,England S,11.32,11.1,GG,Multivoltine,,
75,small blue,Lycaenidae,July,1916,Hampshire,AE burns,female,10.454,44.519,1.354,3.947,2,England S,11.32,11.1,SS,Univoltine,,
76,small blue,Lycaenidae,July,1916,Hampshire,AE burns,male,10.263,44.579,1.057,4.178,2,England S,11.32,11.1,SS,Univoltine,,
37,adonis blue,Lycaenidae,August,1917,Isle of Wight,,female,14.648,81.932,1.781,6.155,1,England S,11.1,11.29,SS,Multivoltine,,
42,adonis blue,Lycaenidae,August,1917,Isle of Wight,HRB,male,15.674,91.637,1.839,5.591,1,England S,11.1,11.29,SS,Multivoltine,,
44,adonis blue,Lycaenidae,August,1917,Isle of Wight,HRB,male,15.601,92.467,1.74,5.442,1,England S,11.1,11.29,SS,Multivoltine,,
4,holly blue,Lycaenidae,August,1917,Buckinghamshire,HRB,male,15.826,102.736,1.314,6.257,2,England S,11.1,11.29,GG,Multivoltine,,
21,small blue,Lycaenidae,June,1917,Buckinghamshire,HRB,male,12.062,53.134,1.215,4.957,2,England S,11.1,11.29,SS,Univoltine,,
28,small blue,Lycaenidae,June,1917,Buckinghamshire,HRB,female,10.825,45.348,1.197,3.949,2,England S,11.1,11.29,SS,Univoltine,,
30,small blue,Lycaenidae,June,1917,Buckinghamshire,HRB,male,11.802,52.771,1.139,4.405,2,England S,11.1,11.29,SS,Univoltine,,
31,small blue,Lycaenidae,June,1917,Buckinghamshire,HRB,male,12.32,58.319,1.082,4.579,2,England S,11.1,11.29,SS,Univoltine,,
57,small blue,Lycaenidae,June,1917,Buckinghamshire,HRB,male,11.566,48.214,0.958,4.838,2,England S,11.1,11.29,SS,Univoltine,,
45,small copper,Lycaenidae,August,1917,Greater London,HRB,,14.386,83.361,1.928,3.897,2,England S,11.1,11.29,GS,Multivoltine,,
98,small copper,Lycaenidae,August,1917,Dorset,JJL,,12.967,66.942,1.726,4.521,1,Scotland,8.38,8.505,GS,Multivoltine,,
24,common blue,Lycaenidae,July,1918,Oxfordshire,AH Hamm,male,14.693,81.837,1.488,5.052,2,England S,11.29,11.66,GG,Multivoltine,,
99,holly blue,Lycaenidae,May,1918,Staffordshire,FC Woodforde,male,15.226,90.805,1.293,5.741,3,England S,11.29,11.66,GG,Multivoltine,,
100,holly blue,Lycaenidae,May,1918,Staffordshire,FC Woodforde,female,14.794,88.054,1.552,6.259,3,England S,11.29,11.66,GG,Multivoltine,,
20,small blue,Lycaenidae,June,1918,Buckinghamshire,HRB,male,12.2,54.664,1.273,4.52,2,England S,11.29,11.66,SS,Univoltine,,
51,small blue,Lycaenidae,June,1918,Buckinghamshire,HRB,female,11.095,44.592,1.121,3.569,2,England S,11.29,11.66,SS,Univoltine,,
34,small copper,Lycaenidae,July,1918,Buckinghamshire,HRB,,15.06,91.312,2.012,3.898,2,England S,11.29,11.66,GS,Multivoltine,,
38,small copper,Lycaenidae,August,1918,Dorset,HRB,,13.747,86.693,1.908,3.814,1,England S,11.29,11.66,GS,Multivoltine,,
39,small copper,Lycaenidae,August,1918,Dorset,HRB,,14.786,84.765,1.656,5.324,1,England S,11.29,11.66,GS,Multivoltine,,
43,small copper,Lycaenidae,July,1918,Buckinghamshire,HRB,,14.766,82.01,1.718,4.569,2,England S,11.29,11.66,GS,Multivoltine,,
46,holly blue,Lycaenidae,May,1919,Bedfordshire,WG Nash,male,13.908,72.377,1.361,5.385,3,England S,11.66,11.32,GG,Multivoltine,,
36,purple hairstreak,Lycaenidae,July,1919,Northamptonshire,FC Woodforde,male,14.565,89.772,1.593,5.142,3,England S,11.66,11.32,GS,Univoltine,,
37,purple hairstreak,Lycaenidae,June,1919,Northamptonshire,FC Woodforde,male,15.535,104.998,1.729,6.143,3,England S,11.66,11.32,GS,Univoltine,,
43,purple hairstreak,Lycaenidae,July,1919,Northamptonshire,FC Woodforde,male,15.418,101.82,1.797,5.619,3,England S,11.66,11.32,GS,Univoltine,,
39,small blue,Lycaenidae,May,1919,Buckinghamshire,HRB,male,11.718,53.367,1.216,4.579,2,England S,11.66,11.32,SS,Univoltine,,
46,small copper,Lycaenidae,August,1919,Buckinghamshire,HRB,,14.347,84.087,1.677,3.962,2,England S,11.66,11.32,GS,Multivoltine,,
49,adonis blue,Lycaenidae,June,1920,Isle of Wight,HRB,female,15.256,85.236,1.815,5.119,1,England S,11.32,11.585,SS,Multivoltine,,
53,adonis blue,Lycaenidae,June,1920,Isle of Wight,HRB,female,14.724,83.831,2.286,5.047,1,England S,11.32,11.585,SS,Multivoltine,,
54,adonis blue,Lycaenidae,June,1920,Isle of Wight,HRB,female,15.898,96.098,1.814,5.418,1,England S,11.32,11.585,SS,Multivoltine,,
57,adonis blue,Lycaenidae,August,1920,East Sussex,WG Nash,male,14.816,88.341,1.666,6.013,2,England S,11.32,11.585,SS,Multivoltine,,
74,brown argus,Lycaenidae,September,1920,Kent,GB Oliver,,12.521,56.645,1.276,3.358,2,England S,11.32,11.585,GG,Multivoltine,,
16,common blue,Lycaenidae,September,1920,Oxfordshire,AH Hamm,male,13.478,67.668,1.615,4.149,2,England S,11.32,11.585,GG,Multivoltine,,
36,common blue,Lycaenidae,September,1920,Berkshire,EGR Waters,female,13.63,69.841,1.614,5.142,2,England S,11.32,11.585,GG,Multivoltine,,
35,holly blue,Lycaenidae,August,1920,Oxfordshire,,male,15.23,93.209,1.251,6.129,2,England S,11.32,11.585,GG,Multivoltine,,
96,holly blue,Lycaenidae,May,1920,Devon,FC Woodforde,female,14.211,77.544,1.448,4.94,1,England S,11.32,11.585,GG,Multivoltine,,
30,purple hairstreak,Lycaenidae,July,1920,Oxfordshire,EGR Waters,male,16.262,111.851,1.661,5.778,2,England S,11.32,11.585,GS,Univoltine,,
62,brown argus,Lycaenidae,,1921,Oxfordshire,J spillen,,12.209,52.206,1.216,5.001,2,England S,11.585,12.62,GG,Multivoltine,,
37,common blue,Lycaenidae,August,1921,Oxfordshire,FC Woodforde,female,13.502,77.104,1.844,4.526,2,England S,11.585,12.62,GG,Multivoltine,,
41,common blue,Lycaenidae,September,1921,Berkshire,EGR Waters,female,12.79,63.205,1.592,4.63,2,England S,11.585,12.62,GG,Multivoltine,,
100,small blue,Lycaenidae,August,1921,Kent,EGR Waters,female,9.784,37.254,1.106,4.343,2,England S,11.585,12.62,SS,Univoltine,,
7,common blue,Lycaenidae,August,1922,Hampshire,BM Hobby,female,13.745,71.566,1.489,4.4,2,England S,12.62,10.755,GG,Multivoltine,,
8,common blue,Lycaenidae,August,1922,Hampshire,BM Hobby,female,13.446,70.687,1.446,4.379,2,England S,12.62,10.755,GG,Multivoltine,,
14,common blue,Lycaenidae,August,1922,Hampshire,BM Hobby,female,13.955,71.826,1.551,3.982,2,England S,12.62,10.755,GG,Multivoltine,,
15,common blue,Lycaenidae,August,1922,Hampshire,BM Hobby,female,14.577,78.617,1.635,4.927,2,England S,12.62,10.755,GG,Multivoltine,,
79,holly blue,Lycaenidae,August,1922,Surrey,AH Hamm,female,14.834,92.19,1.629,5.741,2,England S,12.62,10.755,GG,Multivoltine,,
31,purple hairstreak,Lycaenidae,July,1922,Oxfordshire,EGR Waters,female,15.003,94.164,1.639,5.256,2,England S,12.62,10.755,GS,Univoltine,,
32,purple hairstreak,Lycaenidae,July,1922,Oxfordshire,EGR Waters,female,17.45,125.668,2.053,5.278,2,England S,12.62,10.755,GS,Univoltine,,
29,small copper,Lycaenidae,August,1922,Denbighshire,,,15.489,93.188,2.326,4.903,4,Wales,11.39,9.5,GS,Multivoltine,,
91,small copper,Lycaenidae,August,1922,Oxfordshire,JJ Walker,,14.209,79.674,1.439,3.699,2,England S,12.62,10.755,GS,Multivoltine,,
92,small copper,Lycaenidae,September,1922,Oxfordshire,JJ Walker,,13.427,71.991,1.85,4.401,2,England S,12.62,10.755,GS,Multivoltine,,
30,common blue,Lycaenidae,June,1923,Berkshire,EGR Waters,female,15.134,83.701,2.033,5.281,2,England S,10.755,11.575,GG,Multivoltine,,
117,common blue,Lycaenidae,August,1923,Isle of Wight,RC Revels,male,14.721,82.353,1.663,4.827,1,England S,10.755,11.575,GG,Multivoltine,,
47,holly blue,Lycaenidae,May,1923,Bedfordshire,WG Nash,female,14.914,89.382,1.463,5.661,3,England S,10.755,11.575,GG,Multivoltine,,
52,holly blue,Lycaenidae,May,1923,Bedfordshire,WG Nash,male,14.933,85.551,1.272,5.788,3,England S,10.755,11.575,GG,Multivoltine,,
70,holly blue,Lycaenidae,April,1923,Oxfordshire,EGR Waters,female,13.682,74.133,1.474,5.328,2,England S,10.755,11.575,GG,Multivoltine,,
40,purple hairstreak,Lycaenidae,July,1923,Oxfordshire,EGR Waters,female,14.963,88.335,1.98,4.345,2,England S,10.755,11.575,GS,Univoltine,,
41,purple hairstreak,Lycaenidae,July,1923,Oxfordshire,EGR Waters,female,15.366,108.571,2.252,5.778,2,England S,10.755,11.575,GS,Univoltine,,
30,small copper,Lycaenidae,August,1923,Buckinghamshire,,,12.802,61.724,1.341,4.213,2,England S,10.755,11.575,GS,Multivoltine,,
97,purple hairstreak,Lycaenidae,July,1924,Hampshire,,male,16.113,116.513,1.655,6.31,2,England S,11.575,11.095,GS,Univoltine,,
